timestamp,event_count,window_size,stage1_mae_rolling,stage2_accuracy_rolling,stage2_winners_in_window,avg_training_samples
2025-09-30T16:08:49.272313,31,20,0.07253072036632773,0.95,2,70.5
2025-09-30T16:08:50.060695,51,20,0.07450650868172844,0.95,4,90.5
2025-09-30T16:08:50.815653,71,20,0.03734427798895297,1.0,2,110.5
